2.510000000000000000e+02,8.351453715786097409e-02
2.520000000000000000e+02,8.466056435327239116e-02
2.530000000000000000e+02,8.546014985214403503e-02
2.540000000000000000e+02,8.602038279096242690e-02
2.550000000000000000e+02,8.643053039165927987e-02
2.560000000000000000e+02,8.676417873694064475e-02
2.570000000000000000e+02,8.708086618236897392e-02
2.580000000000000000e+02,8.742737325305172114e-02
2.590000000000000000e+02,8.783879597760962943e-02
2.600000000000000000e+02,8.833949907412209923e-02
2.610000000000000000e+02,8.894401912661981102e-02
2.620000000000000000e+02,8.965796511479617870e-02
2.630000000000000000e+02,9.047894615751422842e-02
2.640000000000000000e+02,9.139754078666682824e-02
2.650000000000000000e+02,9.239831181878363497e-02
2.660000000000000000e+02,9.346086154032400006e-02
2.670000000000000000e+02,9.456091684766011751e-02
2.680000000000000000e+02,9.567143059834896934e-02
2.690000000000000000e+02,9.676368407388541426e-02
2.700000000000000000e+02,9.780837636242516175e-02
2.710000000000000000e+02,9.877668773475702102e-02
2.720000000000000000e+02,9.964130794561636140e-02
2.730000000000000000e+02,1.003774239502576021e-01
2.740000000000000000e+02,1.009636658400683423e-01
2.750000000000000000e+02,1.013830145805967448e-01
2.760000000000000000e+02,1.016236795667569137e-01
2.770000000000000000e+02,1.016799581065741948e-01
2.780000000000000000e+02,1.015530920105051776e-01
2.790000000000000000e+02,1.012521390230452095e-01
2.800000000000000000e+02,1.007948777033505355e-01
2.810000000000000000e+02,1.002087628895551308e-01
2.820000000000000000e+02,9.953194727100127259e-02
2.830000000000000000e+02,9.881437844253923575e-02
2.840000000000000000e+02,9.811897333433039492e-02
2.850000000000000000e+02,9.752286172827179245e-02
2.860000000000000000e+02,9.711867628820186615e-02
2.870000000000000000e+02,9.701584860401531174e-02
2.880000000000000000e+02,9.734185097022776678e-02
2.890000000000000000e+02,9.824329606336086596e-02
2.900000000000000000e+02,9.988677844512452997e-02
2.910000000000000000e+02,1.024593062154125350e-01
2.920000000000000000e+02,1.061681312072878525e-01
2.930000000000000000e+02,1.112397413620225400e-01
2.940000000000000000e+02,1.179177270251785536e-01
2.950000000000000000e+02,1.264591768017718776e-01
2.960000000000000000e+02,1.371291942847902012e-01
2.970000000000000000e+02,1.501930572619855631e-01
2.980000000000000000e+02,1.659054641269736008e-01
3.000000000000000000e+02,1.912119393216409058e-01
3.010000000000000000e+02,2.307223388237013839e-01
3.020000000000000000e+02,2.664417000256149581e-01
3.030000000000000000e+02,2.984516958506930884e-01
3.040000000000000000e+02,3.275760046275121851e-01
3.050000000000000000e+02,3.531119098519707733e-01
3.060000000000000000e+02,3.780320384515603038e-01
3.070000000000000000e+02,3.999421616308056482e-01
3.080000000000000000e+02,4.201282135471172685e-01
3.090000000000000000e+02,4.395346702374971493e-01
3.100000000000000000e+02,4.567876545527567722e-01
3.110000000000000000e+02,4.726693512235496941e-01
3.120000000000000000e+02,4.868855760338122174e-01
3.130000000000000000e+02,4.993121768494002133e-01
3.140000000000000000e+02,5.101141736464109844e-01
3.150000000000000000e+02,5.203690200618878992e-01
3.160000000000000000e+02,5.296396399051892523e-01
3.170000000000000000e+02,5.378837259416003880e-01
3.180000000000000000e+02,5.447094847242163196e-01
3.190000000000000000e+02,5.507013619681095928e-01
3.200000000000000000e+02,5.556005891402862051e-01
3.210000000000000000e+02,5.596844673451727425e-01
3.220000000000000000e+02,5.632536398036563918e-01
3.230000000000000000e+02,5.664645056926973510e-01
3.240000000000000000e+02,5.692530465383384142e-01
3.250000000000000000e+02,5.715175362668087899e-01
3.260000000000000000e+02,5.734530387596036283e-01
3.270000000000000000e+02,5.746622108674966922e-01
3.280000000000000000e+02,5.756518551359868230e-01
3.290000000000000000e+02,5.760725053409054830e-01
3.300000000000000000e+02,5.760669754737771653e-01
3.310000000000000000e+02,5.757876879514896018e-01
3.320000000000000000e+02,5.753347705408605739e-01
3.330000000000000000e+02,5.741157928844367042e-01
3.340000000000000000e+02,5.730834642337570006e-01
3.350000000000000000e+02,5.717572598824931518e-01
3.360000000000000000e+02,5.702868286979857482e-01
3.370000000000000000e+02,5.690456746436803881e-01
3.380000000000000000e+02,5.675899717503305464e-01
3.390000000000000000e+02,5.660663181065282989e-01
3.400000000000000000e+02,5.646707671009353335e-01
3.410000000000000000e+02,5.631700947547017000e-01
3.420000000000000000e+02,5.615438189820589621e-01
3.430000000000000000e+02,5.602592784683785299e-01
3.440000000000000000e+02,5.589132701052249574e-01
3.450000000000000000e+02,5.573175528735704320e-01
3.460000000000000000e+02,5.558258427134867841e-01
3.470000000000000000e+02,5.543173955172780998e-01
3.480000000000000000e+02,5.529498454428767307e-01
3.490000000000000000e+02,5.515086288567122574e-01
3.500000000000000000e+02,5.500008110086086477e-01
3.510000000000000000e+02,5.483971370912974486e-01
3.520000000000000000e+02,5.467808990330640384e-01
3.530000000000000000e+02,5.452168856246136786e-01
3.540000000000000000e+02,5.434229858337407126e-01
3.550000000000000000e+02,5.415121378618487080e-01
3.560000000000000000e+02,5.394743001665461835e-01
3.570000000000000000e+02,5.373311098591331270e-01
3.580000000000000000e+02,5.350799449310769118e-01
3.590000000000000000e+02,5.326543848109486223e-01
3.600000000000000000e+02,5.303098375756175598e-01
3.610000000000000000e+02,5.278711018868427196e-01
3.620000000000000000e+02,5.251463219695574614e-01
3.630000000000000000e+02,5.222422316934368647e-01
3.640000000000000000e+02,5.193800566140366337e-01
3.650000000000000000e+02,5.166570227714384345e-01
3.660000000000000000e+02,5.136009923379328823e-01
3.670000000000000000e+02,5.108126944120248147e-01
3.680000000000000000e+02,5.079109071627252447e-01
3.690000000000000000e+02,5.050605685316295057e-01
3.700000000000000000e+02,5.022673456091233390e-01
