2.500000000000000000e+02,9.021887044349440332e-01
2.510000000000000000e+02,8.980986532590484739e-01
2.520000000000000000e+02,8.955220436209813117e-01
2.530000000000000000e+02,8.941496085715393560e-01
2.540000000000000000e+02,8.937063917110624756e-01
2.550000000000000000e+02,8.939500836143594587e-01
2.560000000000000000e+02,8.946693580212077279e-01
2.570000000000000000e+02,8.956822082582739375e-01
2.580000000000000000e+02,8.968342834085750725e-01
2.590000000000000000e+02,8.979972246943282999e-01
2.600000000000000000e+02,8.990670018387612039e-01
2.610000000000000000e+02,8.999622491393997059e-01
2.620000000000000000e+02,9.006226020643040009e-01
2.630000000000000000e+02,9.010070333403836784e-01
2.640000000000000000e+02,9.010921893723115028e-01
2.650000000000000000e+02,9.008707264450460661e-01
2.660000000000000000e+02,9.003496471577729920e-01
2.670000000000000000e+02,8.995486365272472584e-01
2.680000000000000000e+02,8.984983985629910741e-01
2.690000000000000000e+02,8.972389923105270615e-01
2.700000000000000000e+02,8.958181683394177419e-01
2.710000000000000000e+02,8.942897048526187165e-01
2.720000000000000000e+02,8.927117442135892311e-01
2.730000000000000000e+02,8.911451291247708406e-01
2.740000000000000000e+02,8.896517388631689505e-01
2.750000000000000000e+02,8.882928257623818880e-01
2.760000000000000000e+02,8.871273513369813957e-01
2.770000000000000000e+02,8.862103227044318965e-01
2.780000000000000000e+02,8.855911288266840042e-01
2.790000000000000000e+02,8.853118768359193869e-01
2.800000000000000000e+02,8.854057283392587907e-01
2.810000000000000000e+02,8.858952357294793689e-01
2.820000000000000000e+02,8.867906783634936785e-01
2.830000000000000000e+02,8.880883991315363657e-01
2.840000000000000000e+02,8.897691405064084291e-01
2.850000000000000000e+02,8.917963808962713346e-01
2.860000000000000000e+02,8.941146711206653386e-01
2.870000000000000000e+02,8.966479704206824497e-01
2.880000000000000000e+02,8.992979830852568801e-01
2.890000000000000000e+02,9.019424944102459873e-01
2.900000000000000000e+02,9.044337073427526352e-01
2.910000000000000000e+02,9.065965785514084052e-01
2.920000000000000000e+02,9.082271547280743595e-01
2.930000000000000000e+02,9.090909090909089496e-01
2.940000000000000000e+02,9.089210774366170975e-01
2.950000000000000000e+02,9.074169946254845298e-01
2.960000000000000000e+02,9.042424308169596525e-01
2.970000000000000000e+02,8.990239277292794151e-01
2.980000000000000000e+02,8.913491349922632034e-01
